_RAJ2000	_DEJ2000	RA_ICRS	e_RA_ICRS	DE_ICRS	e_DE_ICRS	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BP-RP)	Rad	Lum
325.0886590243381	-23.2331957779179	325.08865896279	0.2690	-23.23322574578	0.3079	6816574859277191680	0.0294	0.2955	-0.013	0.479	-6.960	0.466	0	7.1388e+02	1.8933e+00	18.5543	0.0029	4.5890e+02	1.3670e+01	18.6971	0.0323	4.6740e+02	1.0800e+01	18.0877	0.0251	0.6094							
325.0968938089061	-23.2323065232188	325.09689380891	0.8134	-23.23230652322	1.2027	6816574794851636096							0	4.1576e+02	1.2147e+00	19.1413	0.0032	3.7258e+02	2.7111e+01	18.9233	0.0790	3.2908e+02	1.5941e+01	18.4687	0.0526	0.4547							
325.0780447512660	-23.2256500877334	325.07804475127	38.5219	-23.22565008773	43.6364	6816574863573996928							0	7.8998e+01	2.6619e+00	20.9443	0.0366	1.2689e+02	6.7581e+01	20.0928	0.5782	2.0907e+02	4.0751e+01	18.9612	0.2116	1.1316							
325.0866084969397	-23.2188015812136	325.08660849694	8.5247	-23.21880158121	8.7640	6816574863573996544							0	8.5469e+01	1.6648e+00	20.8588	0.0211	1.0334e+02	2.9663e+00	20.3157	0.0312	1.3234e+02	3.7992e+01	19.4577	0.3117	0.8580							
325.0868968094712	-23.2233977637536	325.08689680947	12.6902	-23.22339776375	4.4654	6816574863572168704							0	7.8529e+01	1.5420e+00	20.9508	0.0213																
325.0943029488600	-23.2346116947304	325.09430294886	4.8986	-23.23461169473	6.8923	6816574794853792128							1	1.1293e+02	1.0581e+00	20.5563	0.0102	5.5330e+01	2.1742e+01	20.9940	0.4266	6.5161e+01	1.2473e+01	20.2269	0.2078	0.7670							
325.0891024920984	-23.2208277205348	325.08910249210	17.1957	-23.22082772053	18.0333	6816574863571216128							0	7.5089e+01	1.7079e+00	20.9994	0.0247																
325.0895600360904	-23.2210497687232	325.08955657749	0.2640	-23.22108078475	0.2960	6816574863571216256	0.5364	0.2950	-0.738	0.473	-7.204	0.445	0	6.6801e+02	1.2893e+00	18.6264	0.0021	4.7620e+02	1.1603e+01	18.6569	0.0265	4.7287e+02	1.2127e+01	18.0751	0.0278	0.5818							
325.0962740003649	-23.2304530020506	325.09630312610	0.1062	-23.23049578209	0.1185	6816574794853792512	0.2871	0.1194	6.216	0.190	-9.936	0.177	0	2.8262e+03	2.4139e+00	17.0604	0.0009	1.6653e+03	1.0290e+01	17.2976	0.0067	1.8378e+03	1.7111e+01	16.6012	0.0101	0.6965			6488.00	0.0540	0.0275		
325.0781671788010	-23.2326946947252	325.07820482768	0.5701	-23.23274225528	0.6501	6816574829211530752	1.3356	0.7114	8.035	1.045	-11.046	0.997	0	7.5784e+02	3.2127e+00	18.4894	0.0046	5.4547e+02	1.2543e+01	18.5095	0.0250	5.5694e+02	1.1583e+01	17.8974	0.0226	0.6121							
325.0849810311593	-23.2224011775899	325.08498024760	0.3455	-23.22243202129	0.4003	6816574859278680704	-0.5447	0.3719	-0.167	0.613	-7.164	0.600	0	4.7760e+02	1.3244e+00	18.9907	0.0030	3.1355e+02	1.3330e+01	19.1106	0.0462	3.4526e+02	2.0083e+01	18.4166	0.0632	0.6941							
325.0899279977963	-23.2219351557591	325.08992447783	0.4198	-23.22196870280	0.4750	6816574863571209600	0.3484	0.5053	-0.751	0.755	-7.792	0.732	0	3.5913e+02	1.2026e+00	19.3002	0.0036	2.9982e+02	1.3742e+01	19.1592	0.0498	3.0374e+02	1.1860e+01	18.5557	0.0424	0.6036							
325.0848670489839	-23.2312648969320	325.08486464327	0.2452	-23.23129689027	0.2735	6816574863571209984	0.3917	0.2970	-0.513	0.446	-7.431	0.422	0	7.5687e+02	1.4981e+00	18.4908	0.0021	5.8199e+02	2.9694e+01	18.4391	0.0554	5.4041e+02	1.4677e+01	17.9301	0.0295	0.5090							
325.0777172804534	-23.2293585784224	325.07771404988	0.1741	-23.22938888305	0.1918	6816574863571297280	-0.0453	0.2060	-0.690	0.317	-7.038	0.293	0	1.3541e+03	1.7745e+00	17.8592	0.0014	7.9249e+02	1.2448e+01	18.1039	0.0171	9.1642e+02	1.3097e+01	17.3567	0.0155	0.7472							
325.0892667097084	-23.2222565696141	325.08927114994	0.6285	-23.22228064184	0.7176	6816574863571212672	-0.1935	0.7902	0.948	1.121	-5.591	1.138	0	2.2923e+02	1.0725e+00	19.7877	0.0051	2.0296e+02	1.8637e+01	19.5828	0.0997	2.1966e+02	2.0030e+01	18.9075	0.0990	0.6753							
325.1020325619738	-23.2325668759602	325.10203256197	25.2455	-23.23256687596	17.1513	6816574794854902912							0	7.7621e+01	2.5287e+00	20.9634	0.0354																
